Tname tGapStart tGapSize Qname qGapStart qGapSize Samples
OsjChr4 33776891 6 1272637 2601 4 YB4;
OsjChr4 33776891 6 952871 636 4 YB2;
OsjChr4 33782633 6 1020818 555 4 YB3;
OsjChr4 33782633 6 1063236 705 4 YB7;
OsjChr4 33782633 6 1097703 708 4 YB6;
OsjChr4 33782633 6 1134206 172 4 YB2;
OsjChr4 33782633 6 1181558 704 4 YB1;
OsjChr4 33782633 6 1234309 736 4 YB8;
OsjChr4 33782633 6 1268693 576 4 YB4;
OsjChr4 33782633 6 913458 567 4 YB5;
OsjChr4 33799152 8 1019081 1217 7 YB5;
OsjChr4 33799152 8 1052979 458 7 YB4;
OsjChr4 33799152 8 1054297 1363 6 YB6;
OsjChr4 33799152 8 1055453 528 7 YB8;
OsjChr4 33799152 8 1074678 950 7 YB7;
OsjChr4 33799152 8 1124329 2238 7 YB1;
OsjChr4 33799152 8 1127182 2576 7 YB2;
OsjChr4 33799152 8 1144172 2213 7 YB3;
OsjChr4 33799152 8 673913 50 7 YB6;
OsjChr4 33800474 7 1064601 1009 6 YB2;
OsjChr4 33800474 7 1134976 67 6 YB7;
OsjChr4 33800474 7 1150199 1110 6 YB5;
OsjChr4 33800474 7 1181689 1110 6 YB6;
OsjChr4 33800474 7 1186780 1108 6 YB1;
OsjChr4 33800474 7 1188567 1108 6 YB4;
OsjChr4 33800474 7 1195713 1108 6 YB3;
OsjChr4 33800474 7 1262293 1110 6 YB8;
OsjChr4 33800599 5 1064601 1133 4 YB2;
OsjChr4 33800599 5 1134976 191 4 YB7;
OsjChr4 33800599 5 1150199 1234 4 YB5;
OsjChr4 33800599 5 1181689 1234 4 YB6;
OsjChr4 33800599 5 1186780 1232 4 YB1;
OsjChr4 33800599 5 1188567 1232 4 YB4;
OsjChr4 33800599 5 1195713 1232 4 YB3;
OsjChr4 33800599 5 1262293 1234 4 YB8;
OsjChr4 33810958 10 947681 862 0 YB5;
OsjChr4 33818227 7 1160850 5251 4 YB2;
OsjChr4 33818227 7 1161395 3865 4 YB5;
OsjChr4 33818227 7 1170204 2755 4 YB3;
OsjChr4 33818227 7 1177640 4892 4 YB1;
OsjChr4 33818227 7 1178166 4323 4 YB7;
OsjChr4 33818227 7 1180645 4729 4 YB6;
OsjChr4 33818227 7 1279779 4814 4 YB4;
OsjChr4 33818227 7 1306189 3337 4 YB8;
OsjChr4 33818374 11 1160850 5388 13 YB2;
OsjChr4 33818374 11 1161395 4002 13 YB5;
OsjChr4 33818374 11 1170204 2892 13 YB3;
OsjChr4 33818374 11 1177640 5029 13 YB1;
OsjChr4 33818374 11 1178166 4460 13 YB7;
OsjChr4 33818374 11 1180645 4866 13 YB6;
OsjChr4 33818374 11 1279779 4951 13 YB4;
OsjChr4 33818374 11 1306189 3474 13 YB8;
OsjChr4 33818414 7 1160850 5431 6 YB2;
OsjChr4 33818414 7 1161395 4045 6 YB5;
OsjChr4 33818414 7 1170204 2935 6 YB3;
OsjChr4 33818414 7 1178166 4503 6 YB7;
OsjChr4 33818414 7 1180645 4909 6 YB6;
OsjChr4 33818414 7 1279779 4994 6 YB4;
OsjChr4 33818414 7 1306189 3517 6 YB8;
OsjChr4 33853836 7 1143319 6 0 YB6;
OsjChr4 33860620 7 942655 7 1 YB2;
OsjChr4 33864894 5 1046441 585 3 YB1;
OsjChr4 33864894 5 1050747 339 3 YB2;
OsjChr4 33864894 5 1153202 552 3 YB7;
OsjChr4 33864894 5 1173713 1846 3 YB6;
OsjChr4 33864894 5 1219185 2214 3 YB4;
OsjChr4 33864894 5 1260911 1178 3 YB8;
OsjChr4 33864894 5 904524 335 3 YB5;
OsjChr4 33864894 5 941989 342 3 YB3;
OsjChr4 33876436 5 1103212 541 2 YB4;
OsjChr4 33876436 5 1106408 549 2 YB7;
OsjChr4 33876436 5 1129913 556 2 YB5;
OsjChr4 33876436 5 1141071 549 2 YB6;
OsjChr4 33876436 5 1143010 580 2 YB3;
OsjChr4 33876436 5 1155294 563 2 YB2;
OsjChr4 33876436 5 1172603 569 2 YB1;
OsjChr4 33876436 5 1211216 543 2 YB8;
OsjChr4 33879957 5 1025099 767 3 YB6;
OsjChr4 33879957 5 1032019 971 3 YB5;
OsjChr4 33879957 5 1125454 1736 3 YB3;
OsjChr4 33879957 5 1126026 2122 3 YB7;
OsjChr4 33879957 5 1155294 4076 3 YB2;
OsjChr4 33879957 5 1168394 1478 3 YB4;
OsjChr4 33879957 5 1172603 4082 3 YB1;
OsjChr4 33879957 5 976749 212 3 YB8;
OsjChr4 33925918 142 1032066 515 106 YB7;
OsjChr4 33925918 142 1106157 1338 106 YB1;
OsjChr4 33925918 142 1128411 1931 106 YB5;
OsjChr4 33925918 142 1140200 2758 106 YB2;
OsjChr4 33925918 142 1173542 2848 106 YB3;
OsjChr4 33925918 142 1254229 2839 106 YB4;
OsjChr4 33947392 14 1078118 1812 10 YB2;
OsjChr4 33947392 14 1109928 1752 10 YB3;
OsjChr4 33947392 14 1281657 6559 10 YB4;
OsjChr4 33947392 14 1313715 4637 10 YB8;
OsjChr4 33956016 85 1030169 16 0 YB1;
OsjChr4 33974106 71 1127375 2528 0 YB1;
OsjChr4 33975070 69 1029835 979 0 YB3;
OsjChr4 34020719 453 679808 275 0 YB5;
OsjChr4 34036944 26 752258 5 0 YB5;
OsjChr4 34058334 430 726680 316 0 YB5;
OsjChr4 34063230 6 1139290 1751 0 YB2;
OsjChr4 34063230 6 1140751 2476 0 YB6;
OsjChr4 34063230 6 1162211 2694 0 YB5;
OsjChr4 34063230 6 1198971 2900 0 YB3;
OsjChr4 34063230 6 1235110 2781 0 YB4;
OsjChr4 34063230 6 1253749 1716 0 YB8;
OsjChr4 34063230 6 903431 589 0 YB7;
OsjChr4 34090206 202 1068895 6 0 YB2;
OsjChr4 34094855 8 1101877 1991 0 YB1;
OsjChr4 3413266 5 1123664 9 0 YB4;
OsjChr4 3413266 5 852191 70 0 YB5;
OsjChr4 3413266 5 941861 9 0 YB8;
OsjChr4 3413266 5 999893 245 0 YB2;
OsjChr4 34137826 336 1113708 1050 0 YB4;
OsjChr4 34143066 9 1122200 2595 0 YB2;
OsjChr4 34143066 9 730956 302 0 YB5;
OsjChr4 34149308 11 1149606 3871 8 YB2;
OsjChr4 34164121 9 1228323 831 0 YB8;
OsjChr4 34206332 152 1166900 3508 0 YB6;
OsjChr4 34208536 70 1019819 525 0 YB5;
OsjChr4 34208536 70 1130352 2145 0 YB2;
OsjChr4 34208536 70 1141384 403 0 YB4;
OsjChr4 34208536 70 1148616 2145 0 YB7;
OsjChr4 34208536 70 1159796 2143 0 YB3;
OsjChr4 34208536 70 1254823 1273 0 YB8;
OsjChr4 34208536 70 984485 260 0 YB6;
OsjChr4 34276564 32 818861 463 0 YB2;
OsjChr4 34302843 433 1010265 1037 0 YB2;
OsjChr4 34302843 433 1086385 974 0 YB5;
OsjChr4 34302843 433 1095602 850 0 YB7;
OsjChr4 34302843 433 1126781 804 0 YB6;
OsjChr4 34302843 433 1170578 974 0 YB3;
OsjChr4 34302843 433 1209369 971 0 YB4;
OsjChr4 34302843 433 1227189 981 0 YB8;
OsjChr4 3434100 186 1067913 6 0 YB6;
OsjChr4 34349909 9 1042154 788 0 YB7;
OsjChr4 34349909 9 1062501 795 0 YB1;
OsjChr4 34349909 9 1067315 722 0 YB5;
OsjChr4 34349909 9 1128506 799 0 YB2;
OsjChr4 34349909 9 1145701 643 0 YB6;
OsjChr4 34349909 9 1170608 469 0 YB4;
OsjChr4 34349909 9 1188043 401 0 YB3;
OsjChr4 34349909 9 1296341 784 0 YB8;
OsjChr4 34367013 183 1202832 6 0 YB8;
OsjChr4 34376119 183 901246 672 0 YB5;
OsjChr4 34378437 7 1137062 2271 0 YB3;
OsjChr4 34401470 150 875425 367 0 YB1;
OsjChr4 34421239 435 965135 881 0 YB6;
OsjChr4 34444771 421 1179486 5301 0 YB1;
OsjChr4 34454721 332 1109319 935 0 YB8;
OsjChr4 34456416 75 1060075 1223 0 YB3;
OsjChr4 34519634 131 1183238 5882 0 YB1;
OsjChr4 34534156 360 922429 784 0 YB2;
OsjChr4 34543830 387 1097879 6 0 YB6;
OsjChr4 34559386 90 879448 270 0 YB4;
OsjChr4 34559387 266 692413 275 0 YB7;
OsjChr4 34566745 391 757001 6 0 YB7;
OsjChr4 34608548 288 1070821 7 0 YB3;
OsjChr4 34688306 433 1039609 561 0 YB8;
OsjChr4 34688306 433 1130981 2214 0 YB6;
OsjChr4 34688306 433 1200381 1913 0 YB4;
OsjChr4 34688306 433 863579 398 0 YB7;
OsjChr4 34688306 433 940877 740 0 YB2;
OsjChr4 34688306 433 951871 412 0 YB3;
OsjChr4 34688306 433 989491 957 0 YB5;
OsjChr4 34718962 6 1160354 5469 0 YB2;
OsjChr4 34718962 6 1164123 4447 0 YB5;
OsjChr4 34718962 6 1179022 4464 0 YB7;
OsjChr4 34718962 6 1192538 6386 0 YB1;
OsjChr4 34718962 6 1210295 5024 0 YB3;
OsjChr4 34718962 6 1282881 1881 0 YB4;
OsjChr4 34718962 6 969751 455 0 YB8;
OsjChr4 34718962 8 1135211 1498 0 YB6;
OsjChr4 34737497 13 1158149 101 11 YB5;
OsjChr4 34795825 830 967149 450 0 YB8;
OsjChr4 34806904 429 918035 425 0 YB8;
OsjChr4 34815132 8 1017425 274 13 YB1;
OsjChr4 34815132 8 1090277 1875 13 YB5;
OsjChr4 34815132 8 1099832 1939 13 YB2;
OsjChr4 34815132 8 1128480 1901 13 YB3;
OsjChr4 34815132 8 1134421 2364 13 YB6;
OsjChr4 34815132 8 1167316 3543 13 YB7;
OsjChr4 34848533 5 1142065 1737 9 YB5;
OsjChr4 34848533 5 1151418 1317 9 YB7;
OsjChr4 34848533 5 1151963 1740 9 YB1;
OsjChr4 34848533 5 1172922 1731 9 YB3;
OsjChr4 34848533 5 1241996 1467 9 YB4;
OsjChr4 34850942 15 794927 103 1 YB5;
OsjChr4 3489701 15 878274 11 0 YB3;
OsjChr4 34946180 223 1027625 1090 0 YB1;
OsjChr4 34946180 85 1049839 1480 0 YB5;
OsjChr4 34950577 81 892299 6 0 YB6;
OsjChr4 34952956 33 1078741 1253 0 YB6;
OsjChr4 34953024 4857 1078741 1298 0 YB6;
OsjChr4 34956611 16 1158863 3530 0 YB1;
OsjChr4 34983562 395 874777 554 0 YB6;
OsjChr4 35000094 29 926205 722 0 YB6;
OsjChr4 35001685 394 863297 6 0 YB7;
OsjChr4 35001685 394 915233 6 0 YB2;
OsjChr4 35001715 364 859111 6 0 YB8;
OsjChr4 3503120 200 787854 6 0 YB3;
OsjChr4 3510313 200 787854 6 0 YB3;
OsjChr4 35110147 391 1141922 2575 0 YB7;
OsjChr4 35127384 11 1069523 1577 6 YB5;
OsjChr4 35127384 11 1118094 1490 6 YB7;
OsjChr4 35127384 11 1163400 1575 6 YB3;
OsjChr4 35127384 11 1178430 1575 6 YB1;
OsjChr4 35127384 11 1182546 1496 6 YB4;
OsjChr4 35154183 339 786250 6 0 YB2;
OsjChr4 35182732 14 1151875 149 14 YB1;
OsjChr4 3528608 139 996265 1025 0 YB6;
OsjChr4 352875 11 1021380 50 13 YB7;
OsjChr4 352875 11 1103663 50 13 YB6;
OsjChr4 35310206 99 1182899 6 0 YB3;
OsjChr4 35375312 7 1154581 10 0 YB5;
OsjChr4 35413656 6 1133393 11 0 YB6;
OsjChr4 35420661 11 1069679 770 13 YB6;
OsjChr4 35420661 11 1141365 2274 13 YB5;
OsjChr4 35420661 11 1151058 2768 13 YB2;
OsjChr4 35420661 11 1177212 4450 13 YB7;
OsjChr4 35420661 11 1197042 820 13 YB8;
OsjChr4 35420661 11 1229817 1938 13 YB4;
OsjChr4 35420661 11 927227 362 13 YB1;
OsjChr4 35421805 433 1010214 111 0 YB7;
OsjChr4 35421805 433 1104059 121 0 YB6;
OsjChr4 35421805 433 1116301 426 0 YB5;
OsjChr4 35421805 433 1132908 171 0 YB3;
OsjChr4 35421805 433 1151058 3913 0 YB2;
OsjChr4 35421805 433 1264487 449 0 YB4;
OsjChr4 35442329 8 1064389 119 0 YB2;
OsjChr4 35442329 8 836517 119 0 YB6;
OsjChr4 3544747 79 956351 5 0 YB7;
OsjChr4 3545192 61 893414 386 0 YB3;
OsjChr4 3545622 12 1144952 435 9 YB3;
OsjChr4 3545622 12 959509 802 9 YB2;
OsjChr4 3545622 12 963157 799 9 YB5;
OsjChr4 3545622 39 1248692 436 30 YB4;
OsjChr4 3545622 92 1052313 1250 0 YB1;
OsjChr4 3545622 92 956351 800 0 YB7;
OsjChr4 3545642 18 959509 819 12 YB2;
OsjChr4 3545642 18 963157 816 12 YB5;
OsjChr4 3545642 19 1144952 452 13 YB3;
OsjChr4 35466675 310 974011 399 0 YB4;
OsjChr4 35481593 220 1014378 6 0 YB3;
OsjChr4 35481593 220 951527 6 0 YB5;
OsjChr4 35485310 240 1009469 812 0 YB2;
OsjChr4 35485310 240 706182 278 0 YB5;
OsjChr4 35485310 240 974309 692 0 YB7;
OsjChr4 35485310 240 988151 377 0 YB8;
OsjChr4 35496413 115 921047 38 0 YB2;
OsjChr4 3562777 6 1013265 721 0 YB2;
OsjChr4 3562777 6 1082659 1114 0 YB6;
OsjChr4 3562777 6 1170953 7059 0 YB5;
OsjChr4 3562777 6 1182735 3282 0 YB3;
OsjChr4 3562777 6 1298711 2674 0 YB8;
OsjChr4 3565469 61 1107408 10 1 YB4;
OsjChr4 3574951 312 740313 325 0 YB6;
OsjChr4 3609373 9 1191806 3022 8 YB1;
OsjChr4 3613653 14 1191806 7293 10 YB1;
OsjChr4 3647079 5 971447 297 0 YB2;
OsjChr4 3649251 28 1140163 27 1 YB6;
OsjChr4 3651183 6 1140163 1931 7 YB6;
OsjChr4 3656343 18 1119394 140 1 YB7;
OsjChr4 3657289 8 1044913 573 0 YB3;
OsjChr4 3657289 8 1070398 684 0 YB2;
OsjChr4 3657289 8 1077657 655 0 YB5;
OsjChr4 3657289 8 1119394 1069 0 YB7;
OsjChr4 3657289 8 1147900 40 0 YB8;
OsjChr4 3657289 8 1184552 717 0 YB4;
OsjChr4 3657289 8 818585 302 0 YB8;
OsjChr4 3657289 8 914809 589 0 YB6;
OsjChr4 3661521 10 1051605 377 9 YB1;
OsjChr4 367532 11 1065227 683 17 YB3;
OsjChr4 367532 11 1112108 2365 17 YB2;
OsjChr4 367532 11 1157449 640 17 YB5;
OsjChr4 367532 11 1165668 631 17 YB7;
OsjChr4 367532 11 1168893 548 17 YB6;
OsjChr4 367532 11 1179534 638 17 YB4;
OsjChr4 367532 11 1186528 661 17 YB8;
OsjChr4 367532 11 1190882 3938 17 YB1;
OsjChr4 3684228 38 958983 365 0 YB8;
OsjChr4 3700349 162 812824 6 0 YB3;
OsjChr4 3705342 266 1003881 294 0 YB6;
OsjChr4 3705342 266 927781 499 0 YB2;
OsjChr4 3706287 15 1003881 976 12 YB6;
OsjChr4 3709953 17 653502 118 0 YB2;
OsjChr4 3709953 17 678827 118 0 YB7;
OsjChr4 372590 24 1185915 4008 0 YB3;
OsjChr4 3815348 102 679525 11 0 YB7;
OsjChr4 3824609 129 879915 567 0 YB6;
OsjChr4 3828283 18 1115062 1813 0 YB3;
OsjChr4 3828283 18 1182820 1701 0 YB4;
OsjChr4 3834410 40 912337 6 0 YB1;
OsjChr4 3852287 38 907285 655 0 YB6;
OsjChr4 3900319 152 891760 101 0 YB3;
OsjChr4 3950653 330 707331 6 0 YB6;
OsjChr4 3959181 275 1124337 10 0 YB5;
OsjChr4 3963686 145 882519 323 0 YB5;
OsjChr4 397212 410 813483 421 0 YB7;
OsjChr4 4006740 152 742531 9 0 YB6;
OsjChr4 4021146 94 793407 403 0 YB5;
OsjChr4 4034159 2968 1056675 1506 0 YB2;
OsjChr4 4034159 2968 1076033 1255 0 YB3;
OsjChr4 4034159 2968 1135306 1966 0 YB7;
OsjChr4 4034159 2968 1142009 2936 0 YB5;
OsjChr4 4034159 2968 1190671 1756 0 YB4;
OsjChr4 4034159 2968 884635 458 0 YB6;
OsjChr4 4037410 14 1135306 2248 0 YB7;
OsjChr4 4045882 11 1157048 561 0 YB3;
OsjChr4 4045882 11 1163126 1366 0 YB7;
OsjChr4 4045882 11 1173729 3320 0 YB6;
OsjChr4 4045882 11 1285643 8724 0 YB4;
OsjChr4 4045882 11 1316469 5419 0 YB8;
OsjChr4 4046186 8 1157048 854 0 YB3;
OsjChr4 4046186 8 1163126 1659 0 YB7;
OsjChr4 4046186 8 1173729 3613 0 YB6;
OsjChr4 4046186 8 1316469 5712 0 YB8;
OsjChr4 4086629 26 736344 230 0 YB2;
OsjChr4 4086629 26 751424 230 0 YB5;
OsjChr4 4086629 26 754905 230 0 YB6;
OsjChr4 4086629 26 851953 230 0 YB8;
OsjChr4 4086629 26 866520 228 0 YB3;
OsjChr4 4086629 26 940609 500 0 YB7;
OsjChr4 4128026 2937 1067401 611 0 YB2;
OsjChr4 4128026 2937 1159136 2354 0 YB7;
OsjChr4 4128026 2937 1166656 43 0 YB3;
OsjChr4 4128026 2937 1176262 944 0 YB8;
OsjChr4 4128026 2937 1182961 3406 0 YB6;
OsjChr4 4128026 2937 1282281 3289 0 YB4;
OsjChr4 4155196 19 999272 265 48 YB3;
OsjChr4 4162450 37 1174834 1501 48 YB1;
OsjChr4 4162540 78 1174834 1608 116 YB1;
OsjChr4 4162644 12 1174834 1751 17 YB1;
OsjChr4 4179622 36 1088861 1723 0 YB5;
OsjChr4 4179622 36 1113960 1946 0 YB7;
OsjChr4 4179622 36 1164286 1416 0 YB4;
OsjChr4 4179622 36 1192415 4448 0 YB3;
OsjChr4 4179622 36 953229 661 0 YB6;
OsjChr4 4192007 12 1061468 897 0 YB7;
OsjChr4 4192007 12 1097773 284 0 YB5;
OsjChr4 4192007 12 1103066 1598 0 YB2;
OsjChr4 4192007 12 1167576 2174 0 YB6;
OsjChr4 4192007 12 1206631 3835 0 YB3;
OsjChr4 4192007 12 1314663 3831 0 YB8;
OsjChr4 4195423 3160 1072494 438 0 YB4;
OsjChr4 4195423 3160 1164834 904 0 YB8;
OsjChr4 4195423 3160 871053 270 0 YB5;
OsjChr4 4195423 3160 958595 399 0 YB7;
OsjChr4 4195423 3160 968941 690 0 YB2;
OsjChr4 4202657 99 819611 466 0 YB2;
OsjChr4 4208968 10 1072561 171 0 YB8;
OsjChr4 4208968 10 1143875 2464 0 YB5;
OsjChr4 4208968 10 1184054 5730 0 YB7;
OsjChr4 4208968 10 1192465 2144 0 YB3;
OsjChr4 4208968 10 1197331 856 0 YB4;
OsjChr4 4208968 10 902905 518 0 YB6;
OsjChr4 4208968 10 944037 626 0 YB2;
OsjChr4 4212533 469 1170343 845 0 YB5;
OsjChr4 4212533 469 1175366 709 0 YB7;
OsjChr4 4212533 469 1268119 732 0 YB4;
OsjChr4 4212533 469 818237 185 0 YB2;
OsjChr4 4212533 469 910741 44 0 YB8;
OsjChr4 4214901 6 1079107 1362 3 YB6;
OsjChr4 4214901 6 1168138 1382 3 YB3;
OsjChr4 4214901 6 1170343 2742 3 YB5;
OsjChr4 4214901 6 1175366 2606 3 YB7;
OsjChr4 4214901 6 1177438 1952 3 YB1;
OsjChr4 4214901 6 1268119 2629 3 YB4;
OsjChr4 4223585 21 903105 602 0 YB7;
OsjChr4 4223585 21 909727 602 0 YB6;
OsjChr4 4223585 21 982740 600 0 YB3;
OsjChr4 4231520 21 1084097 1370 0 YB5;
OsjChr4 4231520 21 1106062 1825 0 YB2;
OsjChr4 4231520 21 1129213 1825 0 YB6;
OsjChr4 4231520 21 1137628 1823 0 YB3;
OsjChr4 4231520 21 1207971 1722 0 YB4;
OsjChr4 4231520 21 1266497 1759 0 YB8;
OsjChr4 4231520 21 907099 198 0 YB7;
OsjChr4 4248778 206 670221 92 0 YB6;
OsjChr4 4257644 8 1070748 1528 7 YB7;
OsjChr4 4257644 8 1152995 2873 7 YB1;
OsjChr4 4257644 8 1251789 2875 7 YB4;
OsjChr4 4258342 19 1009343 110 0 YB8;
OsjChr4 4258342 19 1037963 108 0 YB4;
OsjChr4 4258342 19 870537 110 0 YB2;
OsjChr4 4258342 19 891969 110 0 YB6;
OsjChr4 4258342 19 966466 108 0 YB3;
OsjChr4 4258493 18 1009343 242 0 YB8;
OsjChr4 4258493 18 1037963 240 0 YB4;
OsjChr4 4258493 18 870537 242 0 YB2;
OsjChr4 4258493 18 891969 242 0 YB6;
OsjChr4 4258493 18 966466 240 0 YB3;
OsjChr4 4258801 17 1009343 532 0 YB8;
OsjChr4 4258801 17 1037963 530 0 YB4;
OsjChr4 4258801 17 682200 202 0 YB5;
OsjChr4 4258801 17 870537 532 0 YB2;
OsjChr4 4258801 17 891969 532 0 YB6;
OsjChr4 4258801 17 966466 530 0 YB3;
OsjChr4 4262602 963 1054111 374 0 YB2;
OsjChr4 4262602 963 1203845 590 0 YB4;
OsjChr4 4262602 963 937464 592 0 YB5;
OsjChr4 4262602 963 970595 592 0 YB7;
OsjChr4 4274748 230 977608 6 0 YB3;
OsjChr4 4275627 287 977608 655 0 YB3;
OsjChr4 4275627 409 886981 657 0 YB2;
OsjChr4 4275628 408 1048951 653 0 YB4;
OsjChr4 4292690 9 1141579 642 1 YB8;
OsjChr4 4292690 9 1167687 2604 1 YB5;
OsjChr4 4292690 9 1175132 616 1 YB7;
OsjChr4 4292690 9 1176933 1359 1 YB6;
OsjChr4 4292690 9 1195529 3265 1 YB3;
OsjChr4 4320247 40 1000956 127 0 YB7;
OsjChr4 4320247 40 1066393 671 0 YB2;
OsjChr4 4320247 40 1176585 3868 0 YB6;
OsjChr4 4320247 40 1196243 3856 0 YB3;
OsjChr4 4320247 40 1231553 2655 0 YB4;
OsjChr4 4320247 40 1290413 2781 0 YB8;
OsjChr4 4320247 40 864405 9 0 YB8;
OsjChr4 4320247 40 953751 815 0 YB5;
OsjChr4 4380250 181 863989 406 0 YB7;
OsjChr4 4386024 155 939507 759 0 YB7;
OsjChr4 4386538 129 1010167 384 0 YB5;
OsjChr4 4386538 129 1077616 395 0 YB3;
OsjChr4 4386538 129 1101700 145 0 YB4;
OsjChr4 4386538 129 919973 397 0 YB7;
OsjChr4 4390575 1442 1023674 610 0 YB3;
OsjChr4 4390575 1442 1046653 612 0 YB8;
OsjChr4 4390575 1442 783247 41 0 YB6;
OsjChr4 4390575 1442 797911 93 0 YB5;
OsjChr4 4390575 1442 798432 101 0 YB2;
OsjChr4 4390575 1442 810263 88 0 YB7;
OsjChr4 4390575 1442 981335 87 0 YB4;
OsjChr4 4398243 282 1112892 1839 0 YB3;
OsjChr4 4398243 56 1122539 2486 0 YB5;
OsjChr4 4402873 83 1176914 1681 0 YB4;
OsjChr4 4463087 6 714625 60 0 YB7;
OsjChr4 4463087 6 956129 36 0 YB8;
OsjChr4 4470014 5 1077368 119 1 YB4;
OsjChr4 4483153 5 896605 231 0 YB6;
OsjChr4 4503217 30 811665 376 0 YB7;
OsjChr4 4517429 15 1024365 1061 0 YB1;
OsjChr4 4520824 9 1088738 291 0 YB2;
OsjChr4 4520824 9 1250689 291 0 YB8;
OsjChr4 4520824 9 881454 289 0 YB3;
OsjChr4 4520824 9 947011 291 0 YB5;
OsjChr4 4520824 9 951135 291 0 YB7;
OsjChr4 4520824 9 954228 289 0 YB4;
OsjChr4 4520824 9 956215 291 0 YB6;
OsjChr4 4557810 204 1066786 6 0 YB7;
OsjChr4 4616268 5 674495 195 0 YB7;
OsjChr4 4616268 5 679096 219 0 YB2;
OsjChr4 4616268 5 711500 233 0 YB5;
OsjChr4 4616268 5 789546 195 0 YB1;
OsjChr4 4617205 84 659914 255 0 YB6;
OsjChr4 4645010 261 1085960 568 99 YB3;
OsjChr4 4645010 261 1141066 733 99 YB2;
OsjChr4 4645010 261 1157905 889 99 YB5;
OsjChr4 4645010 261 1166392 1713 99 YB6;
OsjChr4 4645010 261 1172144 1613 99 YB7;
OsjChr4 4645010 261 1189108 4161 99 YB1;
OsjChr4 4645010 261 1255411 424 99 YB4;
OsjChr4 4653548 20 1253709 2827 27 YB4;
OsjChr4 4672282 5 781561 7 0 YB5;
OsjChr4 4759940 10 902868 5 0 YB3;
OsjChr4 4815054 14 1127972 181 1 YB7;
OsjChr4 4815089 26 1127972 203 8 YB7;
OsjChr4 482146 76 829457 305 0 YB8;
OsjChr4 482146 76 863253 328 0 YB1;
OsjChr4 483972 120 1111678 1821 0 YB3;
OsjChr4 4875207 71 823285 233 0 YB1;
OsjChr4 4875285 1348 823285 240 0 YB1;
OsjChr4 4876728 12 879961 416 0 YB7;
OsjChr4 4878169 19 1000469 798 0 YB5;
OsjChr4 4913786 36 1066014 682 4 YB4;
OsjChr4 4913786 36 775137 303 4 YB7;
OsjChr4 4913786 36 906639 665 4 YB2;
OsjChr4 4913786 36 925628 702 4 YB5;
OsjChr4 4913786 36 937555 704 4 YB6;
OsjChr4 4913786 36 984601 484 4 YB8;
OsjChr4 4913786 36 993288 682 4 YB3;
OsjChr4 4916707 603 1010440 115 0 YB7;
OsjChr4 4916707 603 1010597 109 0 YB6;
OsjChr4 4916707 603 1123859 115 0 YB5;
OsjChr4 4916707 603 1128816 74 0 YB2;
OsjChr4 4916707 603 1130190 113 0 YB4;
OsjChr4 4916707 603 1157574 113 0 YB3;
OsjChr4 4916707 603 1158458 62 0 YB8;
OsjChr4 4920779 24 1004691 519 0 YB2;
OsjChr4 4920779 24 1034031 501 0 YB3;
OsjChr4 4920779 24 1092939 515 0 YB8;
OsjChr4 4920779 24 1106844 516 0 YB4;
OsjChr4 4920779 24 966995 525 0 YB5;
OsjChr4 4920779 24 985292 508 0 YB7;
OsjChr4 4920779 24 990839 516 0 YB6;
OsjChr4 4921089 232 1004691 805 0 YB2;
OsjChr4 4921089 232 1034031 787 0 YB3;
OsjChr4 4921089 232 1092939 801 0 YB8;
OsjChr4 4921089 232 1106844 802 0 YB4;
OsjChr4 4921089 232 966995 811 0 YB5;
OsjChr4 4921089 232 985292 794 0 YB7;
OsjChr4 4921089 232 990839 802 0 YB6;
OsjChr4 4949272 6 777811 211 0 YB6;
OsjChr4 495123 67 896893 5 0 YB6;
OsjChr4 4959243 276 694768 283 0 YB5;
OsjChr4 4969960 416 1063555 8 0 YB3;
OsjChr4 4975676 31 1009638 491 0 YB3;
OsjChr4 4975676 31 1011964 493 0 YB7;
OsjChr4 4975676 31 1076289 493 0 YB6;
OsjChr4 4975676 31 1090450 545 0 YB4;
OsjChr4 4975676 31 1096931 493 0 YB5;
OsjChr4 4975676 31 1187316 764 0 YB8;
OsjChr4 4975676 31 856841 493 0 YB2;
OsjChr4 4993584 10 754897 332 0 YB6;
OsjChr4 4993701 89 778480 21 0 YB1;
OsjChr4 4995179 84 659914 9 0 YB6;
OsjChr4 5028873 343 931061 747 0 YB7;
OsjChr4 5063981 403 1047755 8 0 YB6;
OsjChr4 5098134 126 896095 9 0 YB8;
OsjChr4 5098134 126 989459 13 0 YB1;
OsjChr4 5108319 10 1173909 169 10 YB6;
OsjChr4 5125828 51 1148750 1114 0 YB8;
OsjChr4 5125828 51 911756 302 0 YB4;
OsjChr4 5125828 86 989284 1006 0 YB7;
OsjChr4 5126098 5 999739 18 13 YB6;
OsjChr4 5126145 30 999739 73 5 YB6;
OsjChr4 5126607 16 895835 653 0 YB5;
OsjChr4 5126861 5 1106154 305 0 YB7;
OsjChr4 5126861 5 1142132 410 0 YB2;
OsjChr4 5126861 5 1160460 263 0 YB3;
OsjChr4 5126861 5 1217564 265 0 YB8;
OsjChr4 5126861 5 1275813 263 0 YB4;
OsjChr4 5126861 5 920918 265 0 YB5;
OsjChr4 5126861 5 999739 764 0 YB6;
OsjChr4 5131125 5 1126803 1764 0 YB5;
OsjChr4 5131125 5 1127925 709 0 YB8;
