Tname tGapStart tGapSize Samples
OsjChr2 6482458 218 YB5;
OsjChr2 6504267 24 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr2 6505064 334 YB4;
OsjChr2 6507222 20 YB3;YB4;
OsjChr2 6507234 8 YB2;YB5;YB6;YB7;
OsjChr2 6517276 106 YB1;
OsjChr2 6533254 199 YB7;
OsjChr2 6533418 7 YB4;
OsjChr2 6533431 27 YB4;
OsjChr2 6543423 6 YB5;
OsjChr2 656420 51 YB6;
OsjChr2 6599416 104 YB4;
OsjChr2 6610361 156 YB6;
OsjChr2 6613898 52 YB2;YB7;
OsjChr2 6675167 5 YB6;
OsjChr2 6675195 937 YB6;
OsjChr2 6675835 16 YB2;
OsjChr2 667910 51 YB6;
OsjChr2 6716946 273 YB7;
OsjChr2 6720819 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 6743734 45 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 6747677 109 YB4;
OsjChr2 6750157 138 YB8;
OsjChr2 6761688 5 YB5;
OsjChr2 676919 418 YB7;
OsjChr2 6798669 6 YB2;
OsjChr2 6803635 219 YB7;
OsjChr2 6828180 38 YB6;
OsjChr2 6837763 57 YB8;
OsjChr2 6851449 26 YB1;YB2;YB5;YB7;YB8;
OsjChr2 6854828 62 YB1;
OsjChr2 6856708 64 YB7;
OsjChr2 6856792 23 YB7;
OsjChr2 6925570 331 YB5;
OsjChr2 6968928 13 YB6;
OsjChr2 6971538 131 YB3;
OsjChr2 697541 11 YB2;
OsjChr2 697560 7 YB2;
OsjChr2 6995744 29 YB5;
OsjChr2 7049609 124 YB2;YB3;YB7;
OsjChr2 7049651 82 YB5;
OsjChr2 7062434 65 YB6;
OsjChr2 7063681 10 YB6;
OsjChr2 7071268 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr2 7074065 16 YB8;
OsjChr2 7083737 119 YB4;
OsjChr2 7087952 332 YB4;
OsjChr2 7098133 303 YB8;
OsjChr2 713951 22 YB7;
OsjChr2 7151269 142 YB2;YB8;
OsjChr2 715629 330 YB3;
OsjChr2 7187114 63 YB7;
OsjChr2 7212499 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 7228566 25 YB8;
OsjChr2 7248803 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 7257944 47 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr2 726627 55 YB6;
OsjChr2 726705 25 YB5;
OsjChr2 7269785 269 YB2;
OsjChr2 7275395 119 YB6;
OsjChr2 7285276 459 YB2;
OsjChr2 7288776 66 YB5;
OsjChr2 7292465 5 YB2;
OsjChr2 7293482 28 YB8;
OsjChr2 7293533 34 YB8;
OsjChr2 7293599 14 YB8;
OsjChr2 7296425 32 YB3;YB6;YB7;
OsjChr2 7340714 109 YB7;
OsjChr2 7349964 72 YB7;
OsjChr2 7416571 166 YB6;
OsjChr2 7458882 67 YB5;
OsjChr2 7464927 36 YB3;
OsjChr2 7471380 12 YB5;
OsjChr2 7471380 16 YB4;
OsjChr2 7471463 11 YB5;
OsjChr2 7472584 83 YB6;
OsjChr2 7487130 264 YB3;YB7;
OsjChr2 7487385 8 YB1;YB2;YB4;YB6;
OsjChr2 7519187 329 YB6;
OsjChr2 7542730 164 YB3;
OsjChr2 7562888 5 YB8;
OsjChr2 7586282 33 YB7;
OsjChr2 7600939 187 YB1;
OsjChr2 7659143 14 YB2;
OsjChr2 7695190 6 YB3;
OsjChr2 7706972 16 YB2;YB3;YB4;YB5;YB6;
OsjChr2 7774914 37 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 7814145 1043 YB1;
OsjChr2 7815988 8 YB5;YB7;
OsjChr2 7818887 11 YB5;
OsjChr2 7823451 189 YB7;
OsjChr2 7837184 64 YB3;YB7;
OsjChr2 7837186 62 YB2;
OsjChr2 7837198 50 YB8;
OsjChr2 7837240 8 YB4;
OsjChr2 7855577 8 YB7;
OsjChr2 7968657 240 YB7;
OsjChr2 7968909 189 YB1;
OsjChr2 7972595 67 YB8;
OsjChr2 7972952 11 YB2;YB5;YB7;YB8;
OsjChr2 7984531 8 YB8;
OsjChr2 7999858 22 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8033196 31 YB2;
OsjChr2 8054838 233 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr2 8096372 316 YB4;
OsjChr2 8106448 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8123441 306 YB7;
OsjChr2 8146768 32 YB2;YB5;
OsjChr2 8171821 6 YB3;YB8;
OsjChr2 8172122 15 YB3;YB8;
OsjChr2 8184188 41 YB4;
OsjChr2 818952 31 YB7;
OsjChr2 8206171 54 YB7;
OsjChr2 8225373 18 YB7;
OsjChr2 8231605 155 YB2;
OsjChr2 8233423 176 YB5;
OsjChr2 8240513 55 YB4;
OsjChr2 8240818 72 YB8;
OsjChr2 8266217 81 YB1;
OsjChr2 8287023 165 YB6;
OsjChr2 83331 33 YB3;
OsjChr2 83332 31 YB1;
OsjChr2 8338871 6 YB7;
OsjChr2 837605 67 YB7;
OsjChr2 8384592 51 YB7;
OsjChr2 839059 123 YB8;
OsjChr2 8398392 15 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr2 8479130 264 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8501435 348 YB8;
OsjChr2 8563846 14 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr2 8563846 16 YB8;
OsjChr2 8583806 277 YB8;
OsjChr2 8584908 30 YB5;
OsjChr2 8604810 2093 YB7;
OsjChr2 8623281 57 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8629735 28 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8629967 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8630236 48 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8649668 44 YB3;
OsjChr2 8650290 10 YB3;
OsjChr2 8655476 6 YB2;YB3;YB4;YB5;YB6;YB6;YB7;YB8;
OsjChr2 8676013 154 YB7;
OsjChr2 8678622 55 YB2;
OsjChr2 8695634 9 YB3;YB4;YB8;
OsjChr2 8734815 54 YB1;YB7;
OsjChr2 8786868 117 YB8;
OsjChr2 8787211 6 YB6;
OsjChr2 8787227 16 YB6;
OsjChr2 8787263 579 YB6;
OsjChr2 8792166 15 YB7;
OsjChr2 8793194 42 YB3;YB7;
OsjChr2 8793244 146 YB5;
OsjChr2 8793248 66 YB3;
OsjChr2 8793272 312 YB7;
OsjChr2 8793318 216 YB2;
OsjChr2 8793332 251 YB3;
OsjChr2 8793394 148 YB5;
OsjChr2 8793494 18 YB4;
OsjChr2 8793524 59 YB4;
OsjChr2 8793554 30 YB2;YB5;
OsjChr2 8809370 12 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr2 8825048 5 YB2;YB3;YB4;YB5;YB7;YB7;YB8;
OsjChr2 8825764 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8826252 9 YB2;YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr2 8827008 18 YB3;YB4;YB5;YB6;
OsjChr2 8828087 8 YB3;YB5;YB6;
OsjChr2 8843673 90 YB6;
OsjChr2 8852788 27 YB6;
OsjChr2 8856693 170 YB8;
OsjChr2 8874574 250 YB2;
OsjChr2 8892224 6 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr2 8919370 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8927885 132 YB4;
OsjChr2 8941766 312 YB3;
OsjChr2 8946247 327 YB8;
OsjChr2 8951646 28 YB8;
OsjChr2 8966294 115 YB8;
OsjChr2 8969039 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8981480 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8981880 76 YB4;
OsjChr2 8987942 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 8990948 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9007326 122 YB6;
OsjChr2 9015624 229 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9015957 47 YB3;
OsjChr2 9026645 167 YB8;
OsjChr2 9033604 52 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9042161 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 908044 160 YB3;YB4;
OsjChr2 9089903 762 YB2;YB5;
OsjChr2 9094118 6 YB1;
OsjChr2 9095496 142 YB4;YB5;
OsjChr2 9101021 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr2 9101021 20 YB5;
OsjChr2 9139442 150 YB2;
OsjChr2 9139531 148 YB3;YB4;YB5;YB8;
OsjChr2 9147880 1052 YB2;YB4;YB5;YB6;YB7;
OsjChr2 9149589 9 YB6;YB7;
OsjChr2 9149592 6 YB1;
OsjChr2 9208678 12 YB8;
OsjChr2 9268553 19 YB3;
OsjChr2 934155 28 YB5;
OsjChr2 9350940 23 YB6;
OsjChr2 9381704 3963 YB2;
OsjChr2 9400494 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9435353 22 YB8;
OsjChr2 9440486 1100 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9442289 14 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr2 9449655 51 YB1;
OsjChr2 9449732 19 YB1;
OsjChr2 9453102 28 YB5;
OsjChr2 9460401 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9460698 73 YB2;
OsjChr2 9467098 87 YB4;
OsjChr2 9467194 21 YB4;
OsjChr2 9473774 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9474135 49 YB4;YB6;YB7;
OsjChr2 9486604 6 YB6;
OsjChr2 9495101 120 YB4;
OsjChr2 9517755 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9533566 36 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9541995 201 YB5;
OsjChr2 9555651 6 YB1;
OsjChr2 9582396 5 YB5;YB7;YB8;
OsjChr2 9609336 692 YB7;
OsjChr2 9623699 10 YB3;
OsjChr2 9632130 403 YB7;
OsjChr2 9643132 48 YB8;
OsjChr2 9660598 313 YB4;
OsjChr2 9661720 74 YB1;
OsjChr2 9717803 237 YB6;
OsjChr2 9764071 104 YB3;
OsjChr2 9764187 5 YB5;
OsjChr2 9769608 8 YB2;YB5;YB6;YB7;YB8;
OsjChr2 9823109 24 YB3;
OsjChr2 9835589 91 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9842309 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9858196 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9863220 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9866471 72 YB3;
OsjChr2 9866473 70 YB5;
OsjChr2 9866479 64 YB4;
OsjChr2 9866481 62 YB7;
OsjChr2 9866483 60 YB2;YB6;
OsjChr2 9866485 58 YB8;
OsjChr2 9879056 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9909250 7 YB3;YB6;YB8;
OsjChr2 9909267 7 YB2;
OsjChr2 9910589 35 YB5;
OsjChr2 9910590 31 YB6;YB7;YB8;
OsjChr2 9910592 32 YB6;
OsjChr2 9910593 28 YB2;YB5;
OsjChr2 9920813 60 YB8;
OsjChr2 9926512 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9940191 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9946098 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9961060 62 YB5;
OsjChr2 9961071 48 YB6;
OsjChr2 9961090 28 YB4;
OsjChr2 9961090 31 YB6;YB7;YB8;
OsjChr2 9971499 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9976864 54 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr2 9985568 6 YB6;
OsjChr2 9985838 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr2 9991504 69 YB4;YB5;
OsjChr2 9992769 13 YB4;
OsjChr2 9995696 222 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1002599 64 YB4;
OsjChr3 1002673 14 YB4;
OsjChr3 10034469 19 YB3;
OsjChr3 10077921 22 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10086430 160 YB4;
OsjChr3 10099258 151 YB8;
OsjChr3 1011 85 YB7;
OsjChr3 10138806 10 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr3 10138806 12 YB7;
OsjChr3 101421 111 YB6;
OsjChr3 10202800 16 YB8;
OsjChr3 10202832 166 YB7;
OsjChr3 10204750 206 YB3;
OsjChr3 10234035 18 YB8;
OsjChr3 10240289 41 YB3;
OsjChr3 10249598 7 YB3;
OsjChr3 10305647 48 YB1;
OsjChr3 10341294 50 YB1;
OsjChr3 10348152 6 YB1;
OsjChr3 10348173 346 YB8;
OsjChr3 10357898 38 YB5;
OsjChr3 10357902 34 YB8;
OsjChr3 10357906 30 YB2;YB6;
OsjChr3 10357924 12 YB4;
OsjChr3 10357926 10 YB7;
OsjChr3 10358590 28 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr3 10360234 195 YB2;
OsjChr3 10410346 120 YB2;YB6;YB7;
OsjChr3 10412871 395 YB6;
OsjChr3 10436505 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10455113 32 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10469936 262 YB4;
OsjChr3 10486283 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10489327 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10489797 2239 YB2;YB3;YB4;YB8;
OsjChr3 10495573 368 YB5;
OsjChr3 10498446 76 YB2;
OsjChr3 10511266 196 YB6;
OsjChr3 10515401 5 YB2;YB5;YB6;YB7;
OsjChr3 10569139 234 YB8;
OsjChr3 10628754 14 YB3;
OsjChr3 10645858 149 YB7;
OsjChr3 10661271 40 YB2;
OsjChr3 10674474 23 YB2;
OsjChr3 10674710 10 YB8;
OsjChr3 10679748 77 YB1;YB3;YB8;
OsjChr3 10683745 185 YB3;
OsjChr3 1069087 264 YB8;
OsjChr3 10772866 382 YB3;
OsjChr3 10773279 111 YB8;
OsjChr3 10778260 39 YB2;
OsjChr3 10781917 164 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10790461 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10815269 22 YB6;
OsjChr3 10820229 6 YB7;
OsjChr3 10832232 66 YB5;
OsjChr3 10838768 394 YB7;
OsjChr3 10839158 6 YB6;
OsjChr3 10847220 481 YB2;
OsjChr3 10847811 154 YB2;
OsjChr3 10847912 5 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 10864655 70 YB3;
OsjChr3 10865103 290 YB3;
OsjChr3 1088 8 YB2;YB3;YB4;YB8;
OsjChr3 10926477 46 YB5;
OsjChr3 10938858 133 YB4;
OsjChr3 10943513 124 YB8;
OsjChr3 10943585 185 YB7;
OsjChr3 10973377 82 YB1;YB3;YB5;YB8;
OsjChr3 10990817 270 YB4;
OsjChr3 11031310 150 YB4;YB6;
OsjChr3 11031370 996 YB3;
OsjChr3 11032285 6 YB5;
OsjChr3 11051068 36 YB3;
OsjChr3 11068753 168 YB7;
OsjChr3 11068759 162 YB1;
OsjChr3 11082026 256 YB5;
OsjChr3 11138236 56 YB4;
OsjChr3 11139807 41 YB7;
OsjChr3 11157084 80 YB5;
OsjChr3 11158877 16 YB7;
OsjChr3 11165461 42 YB1;
OsjChr3 11166075 370 YB5;
OsjChr3 11171789 27 YB4;
OsjChr3 11178996 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 11192911 456 YB2;YB5;
OsjChr3 11192912 455 YB6;
OsjChr3 11314137 5 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 11357550 6 YB3;YB3;YB5;YB8;
OsjChr3 11357550 7 YB7;
OsjChr3 11421058 20 YB1;
OsjChr3 11421134 8 YB1;
OsjChr3 11440446 36 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 11482035 71 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 11520026 391 YB7;
OsjChr3 1153329 104 YB7;
OsjChr3 11631609 92 YB6;YB7;YB8;
OsjChr3 11634652 31 YB1;
OsjChr3 11653714 178 YB8;
OsjChr3 11709510 166 YB5;
OsjChr3 11709604 76 YB4;
OsjChr3 11815965 314 YB4;
OsjChr3 11815989 292 YB6;
OsjChr3 11816295 237 YB3;
OsjChr3 1186745 5 YB4;YB7;YB8;
OsjChr3 11888175 185 YB6;
OsjChr3 11917121 5 YB5;
OsjChr3 11945940 131 YB8;
OsjChr3 11954395 302 YB5;
OsjChr3 12028389 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 12033764 19 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr3 12038522 91 YB8;
OsjChr3 12197761 221 YB4;YB8;
OsjChr3 12199280 4647 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr3 1220524 71 YB7;
OsjChr3 12234040 761 YB8;
OsjChr3 12257464 22 YB4;
OsjChr3 1227282 44 YB8;
OsjChr3 12329798 948 YB8;
OsjChr3 12330231 124 YB8;
OsjChr3 12330791 26 YB2;
OsjChr3 12331331 77 YB5;YB7;
OsjChr3 12365791 52 YB1;YB2;
OsjChr3 12373410 18 YB4;YB5;YB6;YB7;YB8;
OsjChr3 1245092 329 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1250392 10 YB3;YB4;YB7;
OsjChr3 1251038 13 YB3;YB4;YB8;
OsjChr3 1253503 621 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1255067 5 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr3 12566649 7 YB2;YB5;
OsjChr3 1256947 8 YB7;
OsjChr3 12571645 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1258123 25 YB7;YB8;
OsjChr3 1260251 3358 YB4;YB6;YB8;
OsjChr3 1260518 5 YB8;
OsjChr3 12608527 44 YB5;
OsjChr3 12608791 39 YB1;
OsjChr3 12608834 600 YB1;
OsjChr3 12609741 24 YB1;YB8;
OsjChr3 12630581 43 YB4;
OsjChr3 12649647 5 YB8;
OsjChr3 12663555 16 YB8;
OsjChr3 12668330 437 YB5;
OsjChr3 12754022 422 YB7;
OsjChr3 1278130 636 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1278938 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 12792745 18 YB6;
OsjChr3 1280715 32 YB2;YB4;
OsjChr3 1280715 60 YB3;YB5;YB6;YB7;YB8;
OsjChr3 1280761 27 YB2;YB4;
OsjChr3 1282765 16 YB3;YB4;YB5;YB6;
OsjChr3 12856420 77 YB2;
OsjChr3 12858293 62 YB3;
OsjChr3 12858375 10 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr3 12884261 88 YB5;
OsjChr3 12884356 55 YB5;
OsjChr3 1290950 16 YB2;YB3;YB4;YB8;
OsjChr3 12930860 258 YB3;
OsjChr3 12932506 847 YB3;
OsjChr3 12933377 43 YB3;
OsjChr3 1294865 51 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 12966926 452 YB6;
OsjChr3 1296880 29 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1299056 26 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1299139 151 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1300244 257 YB8;
OsjChr3 13003176 253 YB7;YB8;
OsjChr3 1300335 13 YB2;YB4;YB8;
OsjChr3 13010498 426 YB7;
OsjChr3 1301051 239 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr3 13010520 404 YB8;
OsjChr3 1306547 5 YB2;YB3;YB4;YB5;YB7;
OsjChr3 1307038 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 13072062 29 YB2;
OsjChr3 13073172 1577 YB1;
OsjChr3 13084119 178 YB2;
OsjChr3 13115138 198 YB3;
OsjChr3 13115448 28 YB3;
OsjChr3 13115557 15 YB3;
OsjChr3 13151941 446 YB7;
OsjChr3 13157213 18 YB7;
OsjChr3 13161764 168 YB8;
OsjChr3 13175599 203 YB2;YB5;YB6;YB7;
OsjChr3 13218241 87 YB7;
OsjChr3 13272791 226 YB3;
OsjChr3 13288641 118 YB6;
OsjChr3 13289372 12 YB2;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 13292150 20 YB2;
OsjChr3 13310808 279 YB5;
OsjChr3 1334275 238 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1334830 13 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 13360082 102 YB6;
OsjChr3 13368991 102 YB6;
OsjChr3 13461056 22 YB1;YB3;YB8;
OsjChr3 13472475 12 YB1;
OsjChr3 13472494 17 YB1;
OsjChr3 13477400 12 YB1;
OsjChr3 13477419 17 YB1;
OsjChr3 1356524 58 YB4;
OsjChr3 13576887 10 YB4;YB5;YB6;YB8;
OsjChr3 13645898 13 YB1;YB4;YB8;
OsjChr3 13666140 92 YB2;
OsjChr3 13702650 147 YB5;YB7;
OsjChr3 13723623 44 YB7;
OsjChr3 13834410 289 YB1;
OsjChr3 13839546 8 YB6;
OsjChr3 13839590 8 YB6;
OsjChr3 13839606 12 YB6;
OsjChr3 13917042 187 YB8;
OsjChr3 13926697 13 YB6;
OsjChr3 13970215 113 YB3;
OsjChr3 1403098 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14080290 154 YB2;
OsjChr3 14086039 178 YB5;
OsjChr3 14094448 46 YB3;
OsjChr3 14119153 31 YB3;
OsjChr3 14244005 25 YB2;
OsjChr3 14244825 12 YB8;
OsjChr3 14255557 2065 YB1;YB2;YB4;YB6;YB8;
OsjChr3 1431390 70 YB2;YB3;YB4;
OsjChr3 1432130 307 YB6;
OsjChr3 14336493 225 YB7;
OsjChr3 1435481 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14386851 51 YB6;
OsjChr3 14450400 8 YB1;
OsjChr3 14450416 26 YB1;
OsjChr3 14450500 42 YB1;
OsjChr3 1448582 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1448886 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1448958 5 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 14497604 210 YB2;
OsjChr3 14539549 11 YB1;
OsjChr3 1457522 12 YB2;YB5;YB6;
OsjChr3 1457805 82 YB5;YB6;
OsjChr3 14584272 132 YB1;
OsjChr3 14584312 108 YB6;
OsjChr3 1458683 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14612673 141 YB6;
OsjChr3 14617119 29 YB4;
OsjChr3 14617180 40 YB4;
OsjChr3 14617203 105 YB4;YB6;
OsjChr3 14617205 115 YB1;
OsjChr3 14662626 423 YB8;
OsjChr3 14701439 340 YB7;
OsjChr3 14713791 396 YB4;
OsjChr3 14728501 50 YB8;
OsjChr3 14755795 148 YB4;
OsjChr3 14755963 51 YB4;
OsjChr3 14776653 149 YB7;
OsjChr3 14783072 272 YB1;
OsjChr3 14788793 138 YB6;
OsjChr3 14803973 17 YB5;
OsjChr3 14879136 20 YB4;
OsjChr3 14893420 8 YB2;YB5;YB6;YB7;
OsjChr3 14913384 239 YB4;
OsjChr3 14913645 29 YB3;
OsjChr3 14927674 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14930364 25 YB8;
OsjChr3 14943021 82 YB2;
OsjChr3 14966043 37 YB2;YB3;YB4;YB5;YB5;YB6;YB7;YB8;
OsjChr3 1497466 416 YB1;
OsjChr3 14978699 2876 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14981623 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 14983332 11 YB3;YB5;YB6;YB7;YB8;
OsjChr3 14990682 5 YB3;YB4;
OsjChr3 14991136 11 YB5;
OsjChr3 15020172 231 YB3;
OsjChr3 15029676 5 YB4;
OsjChr3 15034252 4924 YB2;YB3;YB4;YB8;
OsjChr3 1505909 240 YB5;
OsjChr3 15077180 2545 YB3;YB4;YB7;YB8;
OsjChr3 15099933 36 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 15101689 36 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 15124474 97 YB3;
OsjChr3 15141329 15 YB5;
OsjChr3 15256252 12 YB6;
OsjChr3 15361731 7 YB6;
OsjChr3 15361757 10 YB6;
OsjChr3 15392126 9 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 15430264 9 YB5;
OsjChr3 15430265 8 YB7;
OsjChr3 15441547 341 YB2;
OsjChr3 15441870 18 YB3;YB6;
OsjChr3 15441880 8 YB4;
OsjChr3 15525745 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 15560225 56 YB6;
OsjChr3 15572733 56 YB2;
OsjChr3 15572741 48 YB3;YB5;
OsjChr3 15572743 46 YB4;YB7;
OsjChr3 15572745 44 YB8;
OsjChr3 15580104 5 YB8;
OsjChr3 1558811 343 YB6;
OsjChr3 15594109 12 YB3;YB4;YB5;YB7;YB8;
OsjChr3 15598380 121 YB7;
OsjChr3 15599121 164 YB8;
OsjChr3 15603640 214 YB3;
OsjChr3 15661326 138 YB3;
OsjChr3 15690850 28 YB5;
OsjChr3 15693137 22 YB4;
OsjChr3 15693141 18 YB7;
OsjChr3 15693149 10 YB3;
OsjChr3 15702221 12 YB8;
OsjChr3 15702225 8 YB5;
OsjChr3 15704703 22 YB7;
OsjChr3 15705448 99 YB5;
OsjChr3 15726343 162 YB2;
OsjChr3 15741828 153 YB4;
OsjChr3 15755926 96 YB1;
OsjChr3 15764436 36 YB2;YB4;YB5;YB6;YB8;
OsjChr3 15790673 5 YB4;
OsjChr3 1579487 461 YB1;YB5;
OsjChr3 15823023 7 YB7;
OsjChr3 15838310 7 YB6;
OsjChr3 15885897 25 YB7;
OsjChr3 15907839 426 YB3;
OsjChr3 15918988 33 YB2;
OsjChr3 15972368 5 YB6;
OsjChr3 15972392 23 YB6;
OsjChr3 15996243 407 YB2;
OsjChr3 16075854 302 YB8;
OsjChr3 16144892 5 YB1;
OsjChr3 16152749 326 YB1;
OsjChr3 16155217 34 YB5;
OsjChr3 16158504 4811 YB6;
OsjChr3 16158728 4809 YB8;
OsjChr3 16197832 75 YB8;
OsjChr3 16201423 120 YB7;
OsjChr3 16202993 64 YB7;
OsjChr3 16217748 11 YB5;
OsjChr3 16217850 6 YB3;YB5;
OsjChr3 16219552 227 YB8;
OsjChr3 16226912 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16243009 167 YB4;
OsjChr3 16249773 55 YB1;
OsjChr3 16260707 32 YB5;
OsjChr3 16273036 406 YB8;
OsjChr3 16294229 407 YB7;
OsjChr3 16314082 49 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
